Name,Model,Description,URL
Malletech Chamber Series CH8 Medium Soft Birch Marimba Mallets,N/A,"The Malletech Chamber Series CH8 Medium Soft Birch Marimba Mallets produces wide and fat tones.

-Birch Handles",https://www.steveweissmusic.com/products/malletech-ch8-medium-soft-birch-marimba-mallets
Marimba One Katarzyna Mycka KMB4 Medium Birch Mallets,N/A,"The Katarzyna Mycka Professional Mallet Series are wrapped very tightly with all synthetic yarn. The combination of synthetic yarn and the tight wrap gives the immediate response of the bar that is required for ensemble and orchestra playing. The heavy weight of these mallets brings out the warmth of the bars by physically putting into motion the fundamental frequency of the bars.

Katarzyna recommends using this medium mallet for such pieces as Keiko Abe's Kazak Lullaby (+ one KMB5); Matthias Schmit's Corrido; Ney Rosauro's Concerto No. 1 (1st).",https://www.steveweissmusic.com/products/marimba-one-katarzyna-mycka-kmb4
Encore Adam Series Marimba Mallets - Graduated Set Birch,N/A,"The Encore Adam Tan Series Marimba Mallets offer a medium weight feel designed for concert solo performances, bringing out the warmth and fundamentals of your marimba sound. The AT Series is comfortable in the hands and plays easily, ideal for all levels and styles of marimba performance.

The mallets feature a latex-wrapped, thick, rubber disk core covered in all natural North American Alpaca wool. The series is also slightly two-toned and extremely versatile in all applications.

The Adam Tan Series Graduated Set is a great starting point for a warm yet clear graduated set with slight weight, that can be used for all kinds of solo repertoire and on all sizes and materials of marimba.

Featuring (from left to right) the AT4 (Medium Soft), two AT3s (Medium) and an AT2 (Medium Hard). You have versatile bass, mid, and high range mallet coverage in addition to being able to use the two AT3s for two mallet solo and ensemble playing when needed.",https://www.steveweissmusic.com/products/encore-adam-tan-graduated-birch
Marimba One Round Sound Birch Marimba Mallets - Hard,N/A,"Marimba One Round Sound mallets are the perfect marriage of Marimba One sound quality and the needs of percussionists. The RSB1 is a hard mallet, great attack from middle C to the very top, with a birch handle.

Marimba One Round Sound series mallets feature the same Marimba One excellence at a more affordable price. They are a lightweight mallet with warmth and articulation. This is the mallet that works to make you sound great. Double-wound using Marimba One’s exclusive technology.",https://www.steveweissmusic.com/products/marimba-one-round-sound-mallets-hard
Innovative Rattan Series RS40C Hard Marimba/Vibraphone Mallets,MODEL: RS40C,"This Innovative Rattan Series Hard Marimba/Vibraphone Mallet is designed for the percussion ensemble or contemporary mallet player. A tightly cord wrapped graduated rubber core allows this mallet to function on mallet instruments as well as other accessory percussion.
- Matched Rattan Handles",https://www.steveweissmusic.com/products/innovative-rattan-series-rs40c
Encore NZ6B Nancy Zeltsman Articulate Bass Birch Marimba Mallets,N/A,"The Encore NZ6B Nancy Zeltsman ""Articulate Bass"" mallets are a very rich bass mallet for general playing, with a bit more articulation than the NZ7. I use this as my bass mallet about 75% of the time. Birch Handles.

One unique characteristic of my line is that the oval-shape of the mallet head is horizontal rather than vertical. I imagine (and maybe it's true) that the width of the mallet activates more of the vertical grains of wood in every bar-thus contributing to a richer tone. Everything about the construction of my line of mallets-from the cores, to the latex, to the type of yarn-is aimed at helping you to produce a fundamental-rich tone.

- Nancy Zeltsman

Hardness - Soft
Handles - Birch",https://www.steveweissmusic.com/products/encore-nancy-zeltsman-nz6b-mallets
Innovative Soloist Series IP275N Med Hard Legato Birch Marimba Mallets - Natural Handles,MODEL: IP275N,"Innovative Percussion's most popular series of solo marimba mallets is now offered with unfinished birch handles thanks to countless requests. All six models are available with a natural finish that provides a more slip resistant grip that is ideal for players who prefer an enhanced grip on their mallets.

The Innovative Percussion IP275N Soloist Series Medium Hard Legato Marimba Mallets are a good solo mallet that works through the entire range of the marimba and feature 100% wool yarn and hard rubber cores that help to create a full, rich tome and warm fundamental.

Designed with the marimba virtuoso in mind, the Soloist Series is constructed using hard rubber cores, covered in a series of latex combinations. The mallets are wrapped is a 100% wool wrap, custom manufactured specifically for Innovative Percussion, which delivers a brilliant, rich tone with the warmest fundamental possible in all registers of the marimba.",https://www.steveweissmusic.com/products/innovative-ip275n-natural-mallets
Marimba One Beverley Johnston Medium Marimba Mallets - Birch,N/A,"The Marimba One Beverley Johnson Medium Marimba Mallets function perfectly on the across the entire instrument delivering even attack and resonance. This mallets utilizes the Wave Wrap Technology creating a balanced feel as well as allowing it to function on the Vibraphone as well. Like most Marimba One Mallets this series adheres to strict manufacturing standards functions across a wide musical range from the contemporary to the classical.

Medium Mallet Head
Birch Handles",https://www.steveweissmusic.com/products/marimba-one-beverley-johnston-medium-marimba-mallets-birch
Innovative Artisan Series - Medium Marimba Mallet - Cedar,MODEL: IP5003,"The Innovative Artisan Series Medium Marimba Mallet functions across the entire instrument delivering even attack and defined fundamentals. This mallets an excellent all purpose mallet fitting into many musical rolls.

Medium graduated rubber core
Cedar handles",https://www.steveweissmusic.com/products/innovative-artisan-series-medium-marimba-mallet-cedar
Marimba One Round Sound Birch Marimba Mallets - Soft,N/A,"Marimba One Round Sound mallets are the perfect marriage of Marimba One sound quality and the needs of percussionists. The RSB5 is a soft mallet, lightweight yet produces a rich and articulate bass sound, with a birch handle.

Marimba One Round Sound series mallets feature the same Marimba One excellence at a more affordable price. They are a lightweight mallet with warmth and articulation. This is the mallet that works to make you sound great. Double-wound using Marimba One’s exclusive technology.",https://www.steveweissmusic.com/products/marimba-one-round-sound-mallets-soft
Marimba One Wave Wrap WWXB1 Hard Birch Mallets,N/A,"The WWXB1 is a hard mallet with Gray/Finch colored yarn and birch handles. The highest concentration of yarn is wrapped around the mallet's equator, creating an increased striking surface and a mallet that is more responsive than traditionally wrapped mallets. The Wave Wrap's blend of wool and nylon yarn minimizes contact sound and enhances articulation. Using Wave Wrap technology, the mallet is balanced to facilitate the ease of movement in the player's hand. The double equatorial wrap creates a chevron pattern around the playing surface and a distinctive wave on top of the head - two unique visual signatures for these finest of marimba mallets.",https://www.steveweissmusic.com/products/marimba-one-wave-wrap-hard-birch
Innovative Ludwig Albert IP3106 Medium Hard Rattan Marimba Mallets,MODEL: IP3106,"This line of professional keyboard mallets has been specifically designed for Belgium marimba artist Ludwig Albert III. The eight models feature shafts constructed of superior quality rattan and specially weighted rubber cores of varying sizes and degrees of hardness. Wool-blend yarn is used to fully maximize the dynamic potential of the line, while the unique shape allows for precise tonal clarity. The length provides an ultimate balance, which will meet the needs of today's professional player.

IP3101 Extra Soft Marimba
IP3102 Medium Extra Soft Marimba
IP3103 Soft Marimba
IP3104 Medium Soft Marimba
IP3105 Medium Marimba
IP3106 Medium Hard Marimba
IP3107 Hard Marimba
IP3108 Extra Hard Marimba

Features:

Rubber cores of varying size, shape, and hardness

Superior quality rattan

Wool-blend yarn wrap",https://www.steveweissmusic.com/products/innovative-ludwig-albert-ip3106
Yamaha Keiko Abe Signature Birch Keyboard Mallets Medium Hard,MODEL: MKAW-05,"Yamaha's Keiko Abe Mallet series gives us the MKAW05 Medium Hard Mallet. It features a rubber core with a 1mm tube Wrapped around it. A high quality yarn makes for the finishing wrap. The Birch shaft is measured at 430mm.

This mallet will function pretty well in the soprano or alto voice in a graduated set. You'll also find it has its place in the lower voices too. A good all around mallet.",https://www.steveweissmusic.com/products/yamaha-keiko-abe-signature-birch-keyboard-mallets-medium-hard
